DayNum,Line,MoV,OU,OppTeamID,Season,TeamID,is_neutral,tm_hca
139.0,4.5,4.0,132.5,1207,2008,1172,1,0
139.0,7.0,-30.0,126,1257,2008,1328,1,0
139.0,9.5,-3.0,137,1272,2008,1280,1,0
139.0,9.5,-31.0,158.5,1314,2008,1116,1,0
139.0,4.5,-5.0,139.5,1397,2008,1139,1,0
139.0,6.0,-3.0,141,1400,2008,1274,1,0
139.0,5.0,-12.0,145,1437,2008,1373,1,0
139.0,5.0,-9.0,135.5,1443,2008,1360,1,0
139.0,5.0,-9.0,135.5,1443,2008,1360,1,0
143.0,-2.0,19.0,145.5,1397,2008,1257,1,0
143.0,8.0,-21.0,140.5,1314,2008,1450,1,0
143.0,13.0,-10.0,137.5,1417,2008,1443,1,0
143.0,13.0,-10.0,137.5,1417,2008,1443,1,0
143.0,-1.5,-4.0,136.5,1462,2008,1452,1,0
144.0,5.0,17.0,126,1458,2008,1172,1,0
144.0,12.0,-15.0,144.5,1242,2008,1437,1,0
144.0,5.5,-18.0,135.5,1272,2008,1277,1,0
144.0,1.5,-20.0,133.5,1400,2008,1390,1,0
145.0,6.0,-10.0,153,1314,2008,1257,1,0
145.0,6.0,-19.0,131,1417,2008,1462,1,0
146.0,9.5,-2.0,146.5,1242,2008,1172,1,0
146.0,3.5,-18.0,143,1272,2008,1400,1,0
152.0,2.5,18.0,158,1314,2008,1242,1,0
152.0,-2.0,15.0,133.5,1417,2008,1272,1,0
154.0,2.0,7.0,146.5,1272,2008,1242,1,0
134.0,2.5,-15.0,130.5,1287,2009,1106,0,0
136.0,20.5,-56.0,148,1163,2009,1151,1,0
136.0,24.0,-24.0,137,1181,2009,1127,1,0
136.0,14.0,-13.0,133.5,1211,2009,1103,1,0
136.0,1.5,-4.0,128,1261,2009,1139,1,0
136.0,1.0,13.0,142.5,1143,2009,1268,1,0
136.0,19.5,-11.0,132,1272,2009,1169,1,0
136.0,4.5,3.0,139.5,1155,2009,1276,1,0
136.0,25.5,-43.0,162,1314,2009,1347,1,0
136.0,15.5,-28.0,136.5,1328,2009,1288,1,0
136.0,15.5,-28.0,136.5,1328,2009,1288,1,0
136.0,8.5,-5.0,124.5,1345,2009,1320,1,0
136.0,4.5,-14.0,126.5,1400,2009,1278,1,0
136.0,3.0,13.0,140.5,1140,2009,1401,1,0
136.0,8.5,-1.0,136.5,1417,2009,1433,1,0
136.0,15.0,-13.0,128.5,1437,2009,1110,1,0
136.0,5.0,4.0,124,1228,2009,1443,1,0
136.0,5.0,4.0,124,1228,2009,1443,1,0
136.0,6.0,-13.0,149,1449,2009,1280,1,0
137.0,1.0,13.0,134,1428,2009,1112,1,0
137.0,5.0,-9.0,123.5,1113,2009,1396,1,0
137.0,8.0,15.0,139,1448,2009,1156,1,0
137.0,10.0,8.0,126.5,1452,2009,1173,1,0
137.0,8.5,-10.0,146.5,1242,2009,1295,1,0
137.0,21.5,-20.0,131,1257,2009,1287,1,0
137.0,6.0,-1.0,140,1266,2009,1429,1,0
137.0,15.0,-15.0,134.5,1277,2009,1352,1,0
137.0,12.5,-19.0,147.5,1281,2009,1165,1,0
137.0,-3.0,-2.0,157.5,1329,2009,1397,1,0
137.0,20.5,-10.0,150,1338,2009,1190,1,0
137.0,2.0,2.0,141,1326,2009,1373,1,0
137.0,11.0,-15.0,131.5,1393,2009,1372,1,0
137.0,-2.0,17.0,138,1130,2009,1425,1,0
137.0,3.0,2.0,121,1199,2009,1458,1,0
137.0,10.0,-18.0,136,1462,2009,1340,1,0
138.0,9.5,-26.0,136,1163,2009,1401,1,0
138.0,7.5,-5.0,139.5,1181,2009,1400,1,0
138.0,11.5,-2.0,146,1211,2009,1443,1,0
138.0,11.5,-2.0,146,1211,2009,1443,1,0
138.0,10.0,-19.0,131.5,1272,2009,1268,1,0
138.0,13.0,-14.0,158.5,1314,2009,1261,1,0
138.0,7.0,-10.0,135,1328,2009,1276,1,0
138.0,1.5,2.0,139.5,1449,2009,1345,1,0
138.0,2.5,-20.0,145.5,1437,2009,1417,1,0
139.0,2.5,-14.0,134.5,1112,2009,1156,1,0
139.0,8.0,-17.0,134,1242,2009,1173,1,0
139.0,12.0,-7.0,145.5,1257,2009,1373,1,0
139.0,4.0,-5.0,129.5,1277,2009,1425,1,0
139.0,3.0,-4.0,151,1281,2009,1266,1,0
139.0,9.0,-8.0,150,1338,2009,1329,1,0
139.0,2.5,-11.0,138,1393,2009,1113,1,0
139.0,2.5,-11.0,121,1462,2009,1458,1,0
143.0,6.5,-12.0,133,1163,2009,1345,1,0
143.0,4.0,11.0,141.5,1272,2009,1281,1,0
143.0,6.5,-5.0,137.5,1338,2009,1462,1,0
143.0,2.5,23.0,147.5,1181,2009,1437,1,0
144.0,9.5,-39.0,139,1257,2009,1112,1,0
144.0,0.0,-5.0,138,1277,2009,1242,1,0
144.0,7.5,-21.0,163,1314,2009,1211,1,0
144.0,1.0,-13.0,150.5,1328,2009,1393,1,0
145.0,6.0,-7.0,151,1163,2009,1281,1,0
145.0,2.0,2.0,141,1338,2009,1437,1,0
146.0,6.5,12.0,136.5,1257,2009,1277,1,0
146.0,7.0,-12.0,163,1314,2009,1328,1,0
152.0,4.5,9.0,134,1163,2009,1277,1,0
152.0,7.0,-14.0,161.5,1314,2009,1437,1,0
154.0,7.0,-17.0,153,1314,2009,1277,1,0
134.0,3.5,17.0,115.5,1457,2010,1115,1,0
136.0,10.0,-9.0,149,1124,2010,1358,1,0
136.0,2.5,-18.0,129.5,1139,2010,1431,1,0
136.0,5.0,-7.0,147,1140,2010,1196,1,0
136.0,25.0,-16.0,146.5,1242,2010,1250,1,0
136.0,15.0,-20.0,148.5,1243,2010,1317,1,0
136.0,18.5,-29.0,135,1246,2010,1190,1,0
136.0,2.5,1.0,141,1435,2010,1293,1,0
136.0,8.5,-5.0,134.5,1307,2010,1285,1,0
136.0,0.0,3.0,115.5,1424,2010,1320,1,0
136.0,14.0,14.0,140.5,1207,2010,1325,1,0
136.0,2.0,1.0,121.5,1323,2010,1330,1,0
136.0,1.5,9.0,135.5,1350,2010,1388,1,0
136.0,3.0,-3.0,129.5,1397,2010,1361,1,0
136.0,16.5,-3.0,146,1437,2010,1352,1,0
136.0,5.5,1.0,148.5,1400,2010,1448,1,0
136.0,1.0,2.0,141,1266,2010,1449,1,0
137.0,1.0,-15.0,149,1143,2010,1257,1,0
137.0,3.0,13.0,122.5,1396,2010,1165,1,0
137.0,24.5,-29.0,125,1181,2010,1115,1,0
137.0,2.0,5.0,141,1329,2010,1210,1,0
137.0,-1.0,-7.0,132.5,1211,2010,1199,1,0
137.0,9.5,-12.0,158,1268,2010,1222,1,0
137.0,13.0,-3.0,151,1277,2010,1308,1,0
137.0,2.0,8.0,143.5,1155,2010,1281,1,0
137.0,17.5,-17.0,131,1326,2010,1364,1,0
137.0,9.5,-23.0,135.5,1338,2010,1324,1,0
137.0,4.5,-8.0,131.5,1345,2010,1373,1,0
137.0,15.5,-23.0,145,1393,2010,1436,1,0
137.0,3.0,-16.0,126,1401,2010,1429,1,0
137.0,16.5,-27.0,138,1452,2010,1288,1,0
137.0,16.5,-27.0,138,1452,2010,1288,1,0
137.0,10.5,-4.0,114,1458,2010,1459,1,0
137.0,1.5,-11.0,143.5,1462,2010,1278,1,0
138.0,4.5,-8.0,128.5,1124,2010,1330,1,0
138.0,4.5,-2.0,131.5,1139,2010,1293,1,0
138.0,4.5,-12.0,157.5,1243,2010,1140,1,0
138.0,9.5,-30.0,147,1246,2010,1448,1,0
138.0,11.0,2.0,127.5,1242,2010,1320,1,0
138.0,4.5,7.0,152.5,1437,2010,1388,1,0
138.0,8.5,-15.0,143.5,1397,2010,1325,1,0
138.0,-2.5,18.0,151,1307,2010,1449,1,0
139.0,4.0,18.0,126.5,1458,2010,1165,1,0
139.0,6.5,-15.0,148,1181,2010,1143,1,0
139.0,1.0,2.0,147,1268,2010,1277,1,0
139.0,6.5,-9.0,134.5,1326,2010,1210,1,0
139.0,-2.5,-2.0,127,1345,2010,1401,1,0
139.0,6.5,-22.0,148,1393,2010,1211,1,0
139.0,6.0,-9.0,138.5,1452,2010,1281,1,0
139.0,1.5,3.0,134.5,1338,2010,1462,1,0
143.0,6.0,4.0,137.5,1393,2010,1139,1,0
143.0,5.0,-5.0,150.5,1243,2010,1462,1,0
143.0,8.5,-17.0,146.5,1246,2010,1165,1,0
143.0,4.5,-13.0,140.5,1452,2010,1449,1,0
144.0,5.0,-23.0,141.5,1124,2010,1388,1,0
144.0,8.5,-13.0,127.5,1181,2010,1345,1,0
144.0,1.5,-7.0,121.5,1277,2010,1320,1,0
144.0,4.5,3.0,137,1326,2010,1397,1,0
145.0,4.0,7.0,134.5,1243,2010,1139,1,0
145.0,4.5,7.0,134,1246,2010,1452,1,0
146.0,4.5,-7.0,137.5,1181,2010,1124,1,0
146.0,-2.0,-1.0,135.5,1277,2010,1397,1,0
152.0,1.5,-2.0,126,1139,2010,1277,0,0
152.0,2.5,-21.0,130.5,1181,2010,1452,1,0
154.0,7.0,-2.0,128,1181,2010,1139,1,0
134.0,4.5,-18.0,124,1155,2011,1412,1,0
134.0,-4.5,4.0,130,1114,2011,1421,1,0
135.0,3.0,-9.0,129,1427,2011,1106,1,0
135.0,4.0,13.0,127,1425,2011,1433,1,0
136.0,-1.5,-2.0,123,1139,2011,1330,1,0
136.0,8.5,-8.0,148,1140,2011,1459,1,0
136.0,1.0,-15.0,141,1153,2011,1281,1,0
136.0,10.5,-29.0,133.5,1163,2011,1137,1,0
136.0,12.5,-28.0,130,1196,2011,1364,1,0
136.0,0.0,15.0,135.5,1385,2011,1211,1,0
136.0,1.5,-5.0,128.5,1243,2011,1429,1,0
136.0,13.0,-2.0,132.5,1246,2011,1343,1,0
136.0,9.5,1.0,132.5,1257,2011,1287,1,0
136.0,18.5,-23.0,134,1338,2011,1421,1,0
136.0,3.0,3.0,135,1435,2011,1350,1,0
136.0,14.5,-18.0,130.5,1361,2011,1294,1,0
136.0,2.0,-2.0,118,1396,2011,1336,1,0
136.0,-1.0,-2.0,131,1417,2011,1277,1,0
136.0,2.0,-8.0,124.5,1452,2011,1155,1,0
136.0,4.0,-14.0,128.5,1458,2011,1125,1,0
137.0,5.5,-2.0,140,1112,2011,1272,1,0
137.0,25.0,-42.0,135,1181,2011,1214,1,0
137.0,0.0,7.0,121.5,1401,2011,1199,1,0
137.0,-2.0,-4.0,135.5,1206,2011,1437,1,0
137.0,2.0,11.0,134.5,1424,2011,1228,1,0
137.0,23.5,-19.0,137,1242,2011,1131,1,0
137.0,1.0,11.0,141,1462,2011,1266,1,0
137.0,0.0,-30.0,127.5,1276,2011,1397,1,0
137.0,18.5,-15.0,158,1314,2011,1254,1,0
137.0,14.0,-13.0,138,1323,2011,1103,1,0
137.0,25.5,-29.0,139.5,1326,2011,1427,1,0
137.0,15.0,-22.0,122.5,1345,2011,1389,1,0
137.0,13.0,-17.0,128.5,1393,2011,1232,1,0
137.0,10.0,-4.0,157,1400,2011,1324,1,0
137.0,5.5,18.0,136,1207,2011,1433,1,0
137.0,6.0,-3.0,146,1449,2011,1208,1,0
138.0,8.0,1.0,125.5,1338,2011,1139,1,0
138.0,1.0,-22.0,150,1140,2011,1211,1,0
138.0,4.0,-11.0,130.5,1163,2011,1153,1,0
138.0,5.0,-8.0,135,1196,2011,1417,1,0
138.0,3.5,-8.0,133.5,1246,2011,1452,1,0
138.0,4.5,-17.0,124.5,1350,2011,1287,1,0
138.0,5.5,-7.0,125.5,1361,2011,1396,1,0
138.0,3.5,-5.0,124,1458,2011,1243,1,0
139.0,5.5,1.0,143,1400,2011,1112,1,0
139.0,13.0,-2.0,135,1181,2011,1276,1,0
139.0,4.5,14.0,130,1323,2011,1199,1,0
139.0,8.0,-14.0,143.5,1242,2011,1228,1,0
139.0,4.5,4.0,138,1393,2011,1266,1,0
139.0,3.5,-3.0,159,1314,2011,1449,1,0
139.0,11.5,-32.0,136.5,1326,2011,1206,1,0
139.0,10.0,18.0,134,1345,2011,1433,1,0
143.0,9.5,16.0,148,1181,2011,1112,1,0
143.0,4.5,7.0,124.5,1458,2011,1139,1,0
143.0,2.0,7.0,130,1361,2011,1163,1,0
143.0,2.5,-9.0,148.5,1196,2011,1140,1,0
144.0,10.5,-20.0,136,1242,2011,1350,1,0
144.0,5.5,2.0,142,1326,2011,1246,1,0
144.0,4.0,-18.0,150.5,1314,2011,1266,1,0
144.0,4.5,1.0,130,1199,2011,1433,1,0
145.0,4.0,3.0,134.5,1196,2011,1139,1,0
145.0,3.5,-2.0,147,1163,2011,1112,1,0
146.0,-1.5,7.0,146,1314,2011,1246,1,0
146.0,11.5,10.0,145,1242,2011,1433,1,0
152.0,3.5,-8.0,132,1139,2011,1433,1,0
152.0,-2.5,-1.0,139,1163,2011,1246,1,0
154.0,3.0,-12.0,132,1163,2011,1139,1,0
134.0,1.5,-6.0,162,1140,2012,1233,1,0
134.0,3.5,-1.0,138,1443,2012,1290,1,0
134.0,3.5,-1.0,138,1443,2012,1290,1,0
135.0,3.0,11.0,114,1143,2012,1378,1,0
135.0,-2.0,-12.0,129,1436,2012,1249,1,0
136.0,5.5,4.0,136.5,1424,2012,1160,1,0
136.0,-1.5,-23.0,133,1211,2012,1452,1,0
136.0,6.0,-13.0,155.5,1231,2012,1308,1,0
136.0,-2.0,-13.0,137,1235,2012,1163,1,0
136.0,5.5,-6.0,136,1243,2012,1379,1,0
136.0,26.5,-15.0,136.5,1246,2012,1443,1,0
136.0,26.5,-15.0,136.5,1246,2012,1443,1,0
136.0,5.5,-7.0,139.5,1257,2012,1172,1,0
136.0,5.0,-20.0,154,1266,2012,1140,1,0
136.0,5.0,-17.0,138,1293,2012,1161,1,0
136.0,4.5,-7.0,138.5,1307,2012,1253,1,0
136.0,17.5,-19.0,131.5,1326,2012,1259,1,0
136.0,15.5,-7.0,148,1393,2012,1421,1,0
136.0,7.5,3.0,137.5,1455,2012,1433,1,0
136.0,5.5,-9.0,124,1435,2012,1217,1,0
136.0,8.5,-24.0,117,1458,2012,1285,1,0
137.0,3.0,-6.0,129.5,1153,2012,1400,1,0
137.0,1.0,-1.0,136.5,1166,2012,1104,1,0
137.0,2.5,-26.0,123,1196,2012,1438,1,0
137.0,6.5,-3.0,130,1199,2012,1382,1,0
137.0,3.5,-15.0,137,1207,2012,1125,1,0
137.0,13.5,-15.0,143.5,1242,2012,1178,1,0
137.0,11.0,5.0,148.5,1181,2012,1250,1,0
137.0,18.5,-22.0,153,1277,2012,1254,1,0
137.0,-2.5,14.0,138,1361,2012,1301,1,0
137.0,21.0,2.0,144.5,1281,2012,1313,1,0
137.0,15.5,-19.0,144,1314,2012,1436,1,0
137.0,5.5,5.0,126.5,1276,2012,1325,1,0
137.0,2.0,3.0,141,1388,2012,1345,1,0
137.0,3.0,14.0,121,1396,2012,1378,1,0
137.0,2.5,7.0,127.5,1272,2012,1387,1,0
137.0,2.0,4.0,123.5,1323,2012,1462,1,0
138.0,8.0,-17.0,133.5,1124,2012,1160,1,0
138.0,5.5,-2.0,141,1231,2012,1433,1,0
138.0,12.0,-16.0,142,1246,2012,1235,1,0
138.0,2.0,-3.0,127.5,1257,2012,1307,1,0
138.0,5.5,-9.0,142.5,1266,2012,1293,1,0
138.0,7.5,-7.0,136,1326,2012,1211,1,0
138.0,6.0,-16.0,134,1393,2012,1243,1,0
138.0,0.0,-3.0,122.5,1458,2012,1435,1,0
139.0,3.0,6.0,128,1199,2012,1153,1,0
139.0,14.0,-34.0,144,1196,2012,1313,1,0
139.0,8.0,-3.0,142,1242,2012,1345,1,0
139.0,7.5,-4.0,123.5,1277,2012,1387,1,0
139.0,4.0,3.0,132,1207,2012,1301,1,0
139.0,9.5,-14.0,160,1314,2012,1166,1,0
139.0,2.5,6.0,115.5,1378,2012,1325,1,0
139.0,3.5,-12.0,138.5,1462,2012,1250,1,0
143.0,1.5,10.0,148.5,1266,2012,1196,1,0
143.0,5.5,13.0,125,1277,2012,1257,1,0
143.0,7.5,-15.0,128.5,1326,2012,1153,1,0
143.0,3.0,-1.0,119.5,1393,2012,1458,1,0
144.0,6.5,-5.0,143,1124,2012,1462,1,0
144.0,8.5,-3.0,143,1242,2012,1301,1,0
144.0,9.5,-12.0,144.5,1246,2012,1231,1,0
144.0,10.5,-8.0,142.5,1314,2012,1325,1,0
145.0,-1.0,-4.0,133,1257,2012,1196,1,0
145.0,-3.0,7.0,136,1393,2012,1326,1,0
146.0,-2.0,13.0,141,1314,2012,1242,1,0
146.0,7.5,-12.0,147.5,1246,2012,1124,1,0
152.0,-3.0,-2.0,137,1242,2012,1326,1,0
152.0,8.0,-8.0,135.5,1246,2012,1257,1,0
154.0,6.0,-8.0,138,1246,2012,1242,1,0
134.0,3.0,-1.0,128,1299,2013,1251,1,0
134.0,3.0,-13.0,130,1388,2013,1292,1,0
135.0,0.0,-13.0,146,1241,2013,1254,1,0
135.0,1.5,9.0,139,1129,2013,1247,1,0
136.0,4.5,-17.0,139.5,1112,2013,1125,1,0
136.0,3.0,-12.0,121.5,1139,2013,1137,1,0
136.0,3.5,3.0,130,1424,2013,1143,1,0
136.0,-3.0,-12.0,144,1161,2013,1281,1,0
136.0,22.5,-6.0,127,1211,2013,1380,1,0
136.0,10.5,6.0,125.5,1307,2013,1217,1,0
136.0,26.5,-31.0,124,1257,2013,1299,1,0
136.0,3.0,-1.0,137,1266,2013,1172,1,0
136.0,1.0,-2.0,139.5,1272,2013,1388,1,0
136.0,9.5,-11.0,130,1277,2013,1434,1,0
136.0,2.0,13.0,135,1329,2013,1332,1,0
136.0,9.0,-20.0,124.5,1387,2013,1308,1,0
136.0,13.0,-47.0,126,1393,2013,1285,1,0
136.0,7.0,-46.0,134,1433,2013,1103,1,0
136.0,4.5,18.0,119,1338,2013,1455,1,0
137.0,3.0,-4.0,128,1166,2013,1153,1,0
137.0,20.5,-12.0,132,1181,2013,1107,1,0
137.0,13.5,10.0,122.5,1207,2013,1195,1,0
137.0,20.0,-32.0,141.5,1196,2013,1322,1,0
137.0,1.0,-8.0,127.5,1228,2013,1160,1,0
137.0,21.5,-21.0,137,1231,2013,1241,1,0
137.0,-1.0,18.0,140,1323,2013,1235,1,0
137.0,20.5,-7.0,132.5,1242,2013,1443,1,0
137.0,20.5,-7.0,132.5,1242,2013,1443,1,0
137.0,6.0,2.0,133,1243,2013,1247,1,0
137.0,14.0,-29.0,123.5,1274,2013,1334,1,0
137.0,-3.5,20.0,134.5,1417,2013,1278,1,0
137.0,6.5,11.0,126.5,1458,2013,1279,1,0
137.0,5.0,-7.0,143,1314,2013,1437,1,0
137.0,15.0,-25.0,144,1326,2013,1233,1,0
137.0,2.5,-15.0,132,1361,2013,1328,1,0
137.0,4.0,4.0,149.5,1301,2013,1396,1,0
138.0,10.5,-23.0,133.5,1112,2013,1217,1,0
138.0,10.5,-26.0,133.5,1257,2013,1161,1,0
138.0,1.5,-2.0,127.5,1266,2013,1139,1,0
138.0,3.5,-25.0,144,1276,2013,1433,1,0
138.0,5.5,-22.0,131,1277,2013,1272,1,0
138.0,4.5,17.0,125.5,1387,2013,1332,1,0
138.0,8.0,-6.0,125.5,1393,2013,1143,1,0
138.0,7.0,6.0,130,1211,2013,1455,1,0
139.0,6.0,-16.0,144.5,1181,2013,1166,1,0
139.0,7.5,10.0,135,1361,2013,1195,1,0
139.0,7.5,-14.0,124.5,1196,2013,1278,1,0
139.0,12.5,-6.0,147.5,1231,2013,1396,1,0
139.0,6.5,-12.0,146,1242,2013,1314,1,0
139.0,3.5,2.0,144,1279,2013,1247,1,0
139.0,7.5,-4.0,127,1274,2013,1228,1,0
139.0,7.5,-3.0,143,1326,2013,1235,1,0
143.0,5.5,10.0,127.5,1274,2013,1266,1,0
143.0,3.5,-3.0,133.5,1326,2013,1112,1,0
143.0,5.0,11.0,135.5,1231,2013,1393,1,0
143.0,4.5,-14.0,134,1455,2013,1247,1,0
144.0,2.0,-10.0,132.5,1181,2013,1277,1,0
144.0,14.5,-12.0,137,1196,2013,1195,1,0
144.0,10.5,-8.0,134,1257,2013,1332,1,0
144.0,1.5,2.0,138,1242,2013,1276,1,0
145.0,-4.5,16.0,126.5,1266,2013,1393,1,0
145.0,5.0,4.0,129,1326,2013,1455,1,0
146.0,3.5,-22.0,138,1257,2013,1181,1,0
146.0,3.5,20.0,134.5,1196,2013,1276,1,0
152.0,9.5,-4.0,133,1257,2013,1455,1,0
152.0,-1.5,5.0,129,1393,2013,1276,1,0
154.0,4.0,-6.0,137.5,1257,2013,1276,1,0
134.0,4.5,15.0,139.5,1462,2014,1301,1,0
135.0,-4.0,12.0,128.5,1411,2014,1142,1,0
135.0,-2.0,-13.0,144,1397,2014,1234,1,0
136.0,4.5,-8.0,132,1163,2014,1386,1,0
136.0,6.0,1.0,129.5,1326,2014,1173,1,0
136.0,22.0,-12.0,119.5,1196,2014,1107,1,0
136.0,3.0,4.0,120,1153,2014,1217,1,0
136.0,16.5,-7.0,141,1257,2014,1264,1,0
136.0,15.0,-17.0,128,1276,2014,1459,1,0
136.0,14.5,-15.0,154,1277,2014,1174,1,0
136.0,3.5,5.0,152,1328,2014,1295,1,0
136.0,5.0,-19.0,157,1332,2014,1140,1,0
136.0,-6.0,29.0,126.5,1160,2014,1338,1,0
136.0,3.0,-3.0,131.5,1387,2014,1301,1,0
136.0,13.0,-24.0,127,1393,2014,1444,1,0
136.0,2.5,-2.0,139,1400,2014,1113,1,0
136.0,16.5,-20.0,137.5,1437,2014,1454,1,0
136.0,14.0,-40.0,119,1458,2014,1110,1,0
137.0,20.0,-9.0,126.5,1112,2014,1451,1,0
137.0,3.5,-14.0,130,1124,2014,1304,1,0
137.0,13.5,-10.0,155,1166,2014,1418,1,0
137.0,-4.0,-8.0,138.5,1211,2014,1329,1,0
137.0,8.5,-18.0,145,1235,2014,1300,1,0
137.0,8.5,-18.0,145,1235,2014,1300,1,0
137.0,13.0,-11.0,153,1242,2014,1184,1,0
137.0,6.0,-7.0,132,1246,2014,1243,1,0
137.0,3.5,-5.0,141,1272,2014,1203,1,0
137.0,13.0,7.0,139.5,1181,2014,1273,1,0
137.0,4.0,-2.0,143,1314,2014,1344,1,0
137.0,6.0,2.0,134,1433,2014,1372,1,0
137.0,4.5,5.0,135.5,1307,2014,1390,1,0
137.0,-6.0,19.0,137,1269,2014,1397,1,0
137.0,8.0,-17.0,146.5,1417,2014,1409,1,0
137.0,19.0,-11.0,120,1438,2014,1157,1,0
137.0,17.0,-27.0,125.5,1455,2014,1142,1,0
138.0,4.5,12.0,133,1437,2014,1163,1,0
138.0,8.5,2.0,130.5,1393,2014,1173,1,0
138.0,5.5,-16.0,123.5,1196,2014,1338,1,0
138.0,10.0,-15.0,133,1257,2014,1387,1,0
138.0,5.5,-14.0,141,1276,2014,1400,1,0
138.0,8.5,-7.0,136.5,1277,2014,1217,1,0
138.0,4.0,-19.0,125.5,1361,2014,1295,1,0
138.0,6.0,-8.0,146,1458,2014,1332,1,0
139.0,7.5,-23.0,128.5,1112,2014,1211,1,0
139.0,4.0,30.0,141.5,1166,2014,1124,1,0
139.0,1.0,-2.0,159.5,1235,2014,1314,1,0
139.0,4.5,2.0,132.5,1455,2014,1246,1,0
139.0,6.5,3.0,144,1242,2014,1390,1,0
139.0,8.5,-20.0,130.5,1397,2014,1273,1,0
139.0,9.5,-17.0,142,1417,2014,1372,1,0
139.0,7.0,-18.0,127.5,1438,2014,1272,1,0
143.0,7.5,-6.0,120,1112,2014,1361,1,0
143.0,3.0,10.0,132.5,1390,2014,1173,1,0
143.0,4.5,-11.0,139,1196,2014,1417,1,0
143.0,4.0,-17.0,136.5,1458,2014,1124,1,0
144.0,0.0,5.0,148.5,1235,2014,1163,1,0
144.0,4.0,5.0,139,1257,2014,1246,1,0
144.0,2.0,-2.0,136,1276,2014,1397,1,0
144.0,-2.5,2.0,128.5,1438,2014,1277,1,0
145.0,10.0,-10.0,134.5,1196,2014,1173,1,0
145.0,3.5,1.0,133,1112,2014,1458,1,0
146.0,5.0,6.0,139,1277,2014,1163,1,0
146.0,-2.5,3.0,141,1276,2014,1246,1,0
152.0,7.0,10.0,127,1196,2014,1163,1,0
152.0,0.0,1.0,138,1458,2014,1246,1,0
154.0,-2.5,-6.0,135,1163,2014,1246,1,0
134.0,9.0,10.0,142,1264,2015,1214,1,0
134.0,3.0,4.0,158.5,1140,2015,1279,1,0
135.0,4.0,-1.0,131,1173,2015,1129,1,0
135.0,4.0,4.0,138,1316,2015,1352,1,0
136.0,23.5,-21.0,134.5,1112,2015,1411,1,0
136.0,7.0,-3.0,136.5,1116,2015,1459,1,0
136.0,-2.5,-8.0,123.5,1139,2015,1400,1,0
136.0,2.0,-1.0,117,1153,2015,1345,1,0
136.0,8.5,-10.0,149,1207,2015,1186,1,0
136.0,9.5,1.0,125.5,1124,2015,1209,1,0
136.0,35.0,-23.0,134.5,1246,2015,1214,1,0
136.0,2.0,-1.0,140,1301,2015,1261,1,0
136.0,10.0,-2.0,139,1314,2015,1217,1,0
136.0,12.0,-4.0,142,1323,2015,1318,1,0
136.0,-3.5,3.0,137,1433,2015,1326,1,0
136.0,14.0,1.0,145.5,1235,2015,1412,1,0
136.0,4.0,1.0,132,1374,2015,1417,1,0
136.0,6.5,-7.0,131.5,1428,2015,1372,1,0
136.0,22.0,-41.0,145,1437,2015,1248,1,0
136.0,2.0,-19.0,144.5,1462,2015,1279,1,0
